Year,Sum of IndicatorValue,AggregationLabel,IndicatorName,Gender,Ethnicity,AgeGrp,IMD,Locality,Sum of LowerCI95,Sum of UpperCI95
2020,8.92,Aston,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,8.91,8.92
2020,47.2,Aston,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,45.4,49.2
2020,47.2,Aston,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,45.4,49.2
2020,156.8,Aston,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,West,108.5,217.8
2020,156.8,Aston,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,West,108.5,217.8
2020,169.7,Aston,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,West,84.2,304.3
2020,169.7,Aston,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,West,84.2,304.3
2020,12.1,Balsall Heath West,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,12.1,12.1
2020,8.87,Balsall Heath West,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,8.86,8.87
2020,33,Balsall Heath West,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,30.8,35.4
2020,33,Balsall Heath West,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,30.8,35.4
2020,243.1,Balsall Heath West,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,Central,163.6,345.8
2020,243.1,Balsall Heath West,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,Central,163.6,345.8
2020,306.6,Balsall Heath West,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,Central,146.7,564
2020,306.6,Balsall Heath West,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,Central,146.7,564
2020,10.6,Bartley Green,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,10.6,10.6
2020,9.25,Bartley Green,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,9.25,9.26
2020,20.9,Bartley Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,19.8,22.200000000000003
2020,20.9,Bartley Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,South,19.8,22.200000000000003
2020,360,Bartley Green,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,South,286.2,447
2020,360,Bartley Green,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,South,286.2,447
2020,311.8,Bartley Green,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,South,169.5,524.3
2020,311.8,Bartley Green,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,South,169.5,524.3
2020,10.1,Billesley,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,10.1,10.1
2020,9.19,Billesley,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,9.19,9.2
2020,23.4,Billesley,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,22.1,24.8
2020,23.4,Billesley,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,22.1,24.8
2020,203.3,Billesley,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,Central,147.7,272.6
2020,203.3,Billesley,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,Central,147.7,272.6
2020,237.7,Billesley,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,Central,112.3,439.5
2020,237.7,Billesley,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,Central,112.3,439.5
2020,11.3,Birchfield,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,11.3,11.3
2020,10.3,Birchfield,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,10.3,10.3
2020,30.5,Birchfield,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,28.6,32.599999999999994
2020,30.5,Birchfield,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,28.6,32.599999999999994
2020,108.5,Birchfield,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,West,58.3,183.6
2020,108.5,Birchfield,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,West,58.3,183.6
2020,32.3,Birchfield,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,West,0.4,179.5
2020,32.3,Birchfield,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,West,0.4,179.5
2020,9.48,Bordesley & Highgate,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,9.48,9.48
2020,7.99,Bordesley & Highgate,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,7.98,7.99
2020,34.900000000000006,Bordesley & Highgate,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,32.7,37.2
2020,34.900000000000006,Bordesley & Highgate,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,32.7,37.2
2020,279,Bordesley & Highgate,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,West,176.3,408
2020,279,Bordesley & Highgate,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,West,176.3,408
2020,318,Bordesley & Highgate,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,West,163.1,557
2020,318,Bordesley & Highgate,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,West,163.1,557
2020,10,Bordesley Green,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,10,10
2020,8.69,Bordesley Green,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,8.69,8.69
2020,49.900000000000006,Bordesley Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,47.4,52.8
2020,49.900000000000006,Bordesley Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,47.4,52.8
2020,167.1,Bordesley Green,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,East,109,244.2
2020,167.1,Bordesley Green,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,East,109,244.2
2020,445.4,Bordesley Green,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,East,246.3,738.9
2020,445.4,Bordesley Green,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,East,246.3,738.9
2020,10.6,Bournbrook & Selly Park,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,10.6,10.6
2020,9.22,Bournbrook & Selly Park,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,9.22,9.23
2020,14.579999999999998,Bournbrook & Selly Park,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,13.07,16.22
2020,14.579999999999998,Bournbrook & Selly Park,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q2,Central,13.07,16.22
2020,272.5,Bournbrook & Selly Park,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,Central,185.4,377.9
2020,272.5,Bournbrook & Selly Park,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q2,Central,185.4,377.9
2020,88.7,Bournbrook & Selly Park,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,Central,50.6,141.9
2020,88.7,Bournbrook & Selly Park,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q2,Central,50.6,141.9
2020,11.3,Bournville & Cotteridge,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11.3,11.3
2020,9.45,Bournville & Cotteridge,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,9.45,9.45
2020,15,Bournville & Cotteridge,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,13.92,16.130000000000003
2020,15,Bournville & Cotteridge,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q2,Central,13.92,16.130000000000003
2020,340.5,Bournville & Cotteridge,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,Central,264,432.2
2020,340.5,Bournville & Cotteridge,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q2,Central,264,432.2
2020,542.3,Bournville & Cotteridge,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,Central,330.5,838.3
2020,542.3,Bournville & Cotteridge,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q2,Central,330.5,838.3
2020,11.5,Brandwood & King's Heath,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11.5,11.5
2020,10.1,Brandwood & King's Heath,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,10.1,10.1
2020,17.85,Brandwood & King's Heath,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,16.71,19.05
2020,17.85,Brandwood & King's Heath,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,16.71,19.05
2020,210.4,Brandwood & King's Heath,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,Central,149.9,286.9
2020,210.4,Brandwood & King's Heath,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,Central,149.9,286.9
2020,486.6,Brandwood & King's Heath,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,Central,270,805.6
2020,486.6,Brandwood & King's Heath,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,Central,270,805.6
2020,10.3,Bromford & Hodge Hill,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,10.3,10.3
2020,9.08,Bromford & Hodge Hill,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,9.07,9.08
2020,27.5,Bromford & Hodge Hill,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,26.1,29.1
2020,27.5,Bromford & Hodge Hill,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,26.1,29.1
2020,377,Bromford & Hodge Hill,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,East,302.5,463.7
2020,377,Bromford & Hodge Hill,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,East,302.5,463.7
2020,485,Bromford & Hodge Hill,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,East,318.2,707.5
2020,485,Bromford & Hodge Hill,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,East,318.2,707.5
2020,9.02,Castle Vale,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,9.01,9.02
2020,8.4,Castle Vale,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,8.4,8.41
2020,23.3,Castle Vale,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,21.6,25.4
2020,23.3,Castle Vale,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,North,21.6,25.4
2020,683.4,Castle Vale,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,North,527.4,870.3
2020,683.4,Castle Vale,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,North,527.4,870.3
2020,870.3,Castle Vale,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,North,514.5,1377.1
2020,870.3,Castle Vale,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,North,514.5,1377.1
2020,11.4,Druids Heath & Monyhull,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11.4,11.4
2020,9.65,Druids Heath & Monyhull,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,9.65,9.65
2020,17.59,Druids Heath & Monyhull,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,16.1,19.18
2020,17.59,Druids Heath & Monyhull,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,16.1,19.18
2020,339.3,Druids Heath & Monyhull,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,Central,242.8,461.1
2020,339.3,Druids Heath & Monyhull,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,Central,242.8,461.1
2020,313.3,Druids Heath & Monyhull,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,Central,125.1,646.2
2020,313.3,Druids Heath & Monyhull,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,Central,125.1,646.2
2020,11.8,Edgbaston,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,11.8,11.8
2020,11.1,Edgbaston,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,11.1,11.1
2020,14.91,Edgbaston,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,13.649999999999999,16.270000000000003
2020,14.91,Edgbaston,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q3,South,13.649999999999999,16.270000000000003
2020,129.3,Edgbaston,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,South,79.9,194.9
2020,129.3,Edgbaston,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q3,South,79.9,194.9
2020,205.6,Edgbaston,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,South,91.3,385.6
2020,205.6,Edgbaston,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q3,South,91.3,385.6
2020,10.9,Erdington,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,10.9,10.9
2020,9.13,Erdington,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,9.13,9.13
2020,17.23,Erdington,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,16.130000000000003,18.41
2020,17.23,Erdington,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,North,16.130000000000003,18.41
2020,507.9,Erdington,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,North,418.3,610.8
2020,507.9,Erdington,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,North,418.3,610.8
2020,734.3,Erdington,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,North,474.3,1085
2020,734.3,Erdington,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,North,474.3,1085
2020,9.88,Frankley Great Park,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,9.88,9.88
2020,8.35,Frankley Great Park,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,8.35,8.35
2020,19.53,Frankley Great Park,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,18,21.16
2020,19.53,Frankley Great Park,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,South,18,21.16
2020,636.8,Frankley Great Park,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,South,505.3,791.9
2020,636.8,Frankley Great Park,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,South,505.3,791.9
2020,897.7,Frankley Great Park,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,South,551.4,1377.8
2020,897.7,Frankley Great Park,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,South,551.4,1377.8
2020,12.4,Garretts Green,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,12.4,12.4
2020,9.84,Garretts Green,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,9.84,9.84
2020,21.2,Garretts Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,19.4,23
2020,21.2,Garretts Green,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,19.4,23
2020,319.4,Garretts Green,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,East,220.1,447.2
2020,319.4,Garretts Green,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,East,220.1,447.2
2020,100.2,Garretts Green,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,East,20.1,292.8
2020,100.2,Garretts Green,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,East,20.1,292.8
2020,9.93,Glebe Farm & Tile Cross,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,9.92,9.93
2020,8.35,Glebe Farm & Tile Cross,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,8.35,8.35
2020,29.6,Glebe Farm & Tile Cross,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,28.1,31.1
2020,29.6,Glebe Farm & Tile Cross,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,28.1,31.1
2020,243.3,Glebe Farm & Tile Cross,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,East,186.6,311.4
2020,243.3,Glebe Farm & Tile Cross,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,East,186.6,311.4
2020,445.5,Glebe Farm & Tile Cross,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,East,280.8,670.7
2020,445.5,Glebe Farm & Tile Cross,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,East,280.8,670.7
2020,10.9,Gravelly Hill,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,North,10.9,10.9
2020,10,Gravelly Hill,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,North,10,10
2020,22.4,Gravelly Hill,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,North,20.6,24.2
2020,22.4,Gravelly Hill,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,North,20.6,24.2
2020,544.8,Gravelly Hill,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,North,420.1,694.8
2020,544.8,Gravelly Hill,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,North,420.1,694.8
2020,646.1,Gravelly Hill,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,North,361.3,1065.8
2020,646.1,Gravelly Hill,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,North,361.3,1065.8
2020,11.4,Hall Green North,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11.4,11.4
2020,9.5,Hall Green North,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,9.49,9.5
2020,34,Hall Green North,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,32.5,35.599999999999994
2020,34,Hall Green North,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,32.5,35.599999999999994
2020,183.6,Hall Green North,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,Central,133.3,246.1
2020,183.6,Hall Green North,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,Central,133.3,246.1
2020,249.6,Hall Green North,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,Central,135.6,419.9
2020,249.6,Hall Green North,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,Central,135.6,419.9
2020,11.9,Hall Green South,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11.9,11.9
2020,11.4,Hall Green South,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,11.4,11.4
2020,17.32,Hall Green South,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,15.81,18.95
2020,17.32,Hall Green South,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q3,Central,15.81,18.95
2020,142.6,Hall Green South,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,Central,79.3,235.8
2020,142.6,Hall Green South,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q3,Central,79.3,235.8
2020,310.7,Hall Green South,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,Central,110.3,682
2020,310.7,Hall Green South,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q3,Central,110.3,682
2020,11,Handsworth,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,11,11
2020,9.23,Handsworth,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,9.23,9.24
2020,45.7,Handsworth,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,43.2,48.3
2020,45.7,Handsworth,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,43.2,48.3
2020,209,Handsworth,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,West,139,300.9
2020,209,Handsworth,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,West,139,300.9
2020,397,Handsworth,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,West,203.8,695.3
2020,397,Handsworth,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,West,203.8,695.3
2020,11.5,Handsworth Wood,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,11.5,11.5
2020,9.85,Handsworth Wood,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,9.85,9.86
2020,35,Handsworth Wood,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,33.400000000000006,36.7
2020,35,Handsworth Wood,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q2,West,33.400000000000006,36.7
2020,216.9,Handsworth Wood,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,West,158.6,289.2
2020,216.9,Handsworth Wood,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q2,West,158.6,289.2
2020,137.9,Handsworth Wood,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,West,50.2,300.6
2020,137.9,Handsworth Wood,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q2,West,50.2,300.6
2020,11.4,Harborne,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,South,11.4,11.4
2020,10.2,Harborne,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,South,10.2,10.2
2020,14.66,Harborne,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,South,13.63,15.739999999999998
2020,14.66,Harborne,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q2,South,13.63,15.739999999999998
2020,341.6,Harborne,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,South,267.6,429.5
2020,341.6,Harborne,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q2,South,267.6,429.5
2020,443.1,Harborne,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,South,263.3,696.9
2020,443.1,Harborne,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q2,South,263.3,696.9
2020,9.47,Heartlands,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,East,9.47,9.47
2020,8.46,Heartlands,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,East,8.45,8.46
2020,38.5,Heartlands,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,East,36.3,40.8
2020,38.5,Heartlands,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,East,36.3,40.8
2020,119.5,Heartlands,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,East,70.9,188.1
2020,119.5,Heartlands,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,East,70.9,188.1
2020,202.7,Heartlands,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,East,79.8,420.2
2020,202.7,Heartlands,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,East,79.8,420.2
2020,11.1,Highter's Heath,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,Central,11,11.1
2020,9.22,Highter's Heath,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,Central,9.21,9.22
2020,19.37,Highter's Heath,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,Central,17.770000000000003,21.08
2020,19.37,Highter's Heath,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,Central,17.770000000000003,21.08
2020,218.9,Highter's Heath,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,Central,139.6,326.6
2020,218.9,Highter's Heath,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,Central,139.6,326.6
2020,423.3,Highter's Heath,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,Central,180.9,836.4
2020,423.3,Highter's Heath,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,Central,180.9,836.4
2020,10.5,Holyhead,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,West,10.5,10.5
2020,8.28,Holyhead,Cancer & Aging: Healthy life expectancy (male),Male,NULL,65+ yrs,NULL,West,8.28,8.28
2020,45.2,Holyhead,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,NULL,West,42.7,47.8
2020,45.2,Holyhead,Cardiovascular: Prevalance of diabetes type 2,Persons,NULL,40-64 yrs,Q1,West,42.7,47.8
2020,201.3,Holyhead,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,NULL,West,126.7,302.7
2020,201.3,Holyhead,Mental health: Emergency admissions for self-harm,Persons,NULL,All ages,Q1,West,126.7,302.7
2020,401.2,Holyhead,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,NULL,West,191.8,738.4
2020,401.2,Holyhead,Mental health: Emergency admissions for self-harm in children,Persons,NULL,10-24 yrs,Q1,West,191.8,738.4
